# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 01.06.2019 по 13.04.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.04.2020 21:00";"5.0";"753.1";"764.6";"";"40";"Ветер, дующий с западо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"8.0";"";"";"";"";"";"10.0";"-7.7";"Следы осадков";"12";"";"";"";"";
"04.04.2020 18:00";"7.3";"750.9";"762.4";"";"22";"Ветер, дующий с западо-северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-12.9";"Следы осадков";"12";"";"";"";"";
"04.04.2020 15:00";"4.0";"750.3";"761.8";"";"72";"Ветер, дующий с западо-юго-запада";"1";"";"11";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-0.6";"";"";"";"";"";"";
"04.04.2020 12:00";"6.1";"748.6";"760.1";"";"44";"Ветер, дующий с запада";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.4";"";"";"";"";"";"";
"04.04.2020 09:00";"4.8";"747.1";"758.6";"";"49";"Ветер, дующий с западо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"3.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.2";"Осадков нет";"12";"Поверхность почвы влажная.";"0.0";"";"";
"04.04.2020 06:00";"4.1";"745.5";"757.0";"";"65";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"4.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-2.0";"Осадков нет";"12";"";"";"";"";
"04.04.2020 03:00";"5.6";"744.0";"755.4";"";"63";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-1.0";"";"";"";"";"";"";
"04.04.2020 00:00";"6.8";"743.4";"754.7";"";"57";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-1.2";"";"";"";"";"";"";
"03.04.2020 21:00";"10.2";"741.1";"752.3";"";"32";"Ветер, дующий с юго-запада";"1";"";"";"60%.";" ";"";"";"";"10.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.9";"Осадков нет";"12";"";"";"";"";
"03.04.2020 18:00";"10.8";"740.4";"751.6";"";"29";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-6.7";"Осадков нет";"12";"";"";"";"";
"03.04.2020 15:00";"10.0";"741.3";"752.5";"";"32";"Ветер, дующий с юго-запада";"1";"";"10";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-6.2";"";"";"";"";"";"";
"03.04.2020 12:00";"8.4";"741.9";"753.1";"";"42";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-3.9";"";"";"";"";"";"";
"03.04.2020 09:00";"5.2";"742.8";"754.2";"";"63";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"4.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-1.4";"Осадков нет";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"2.0";"";"";
"03.04.2020 06:00";"4.6";"742.6";"754.0";"";"65";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"4.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-1.4";"Следы осадков";"12";"";"";"";"";
