# Метеостанция Остафьево (аэропорт), Россия, METAR=UUMO, выборка с 01.05.2019 по 09.09.2019, все дни
# Кодировка: Unicode
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUMO&lang=ru
#
"Местное время в Остафьево (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"05.09.2019 15:00";"18.0";"747.6";"762.8";"88";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"16.0";
"05.09.2019 14:30";"17.0";"747.5";"762.8";"88";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"05.09.2019 14:00";"18.0";"747.6";"762.8";"88";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Разорванная (60-90%) 390 м, сплошная (100%) 900 м";"10.0 и более";"16.0";
"05.09.2019 13:30";"17.0";"747.5";"762.8";"100";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Разорванная (60-90%) 300 м, сплошная (100%) 900 м";"7.0";"17.0";
"05.09.2019 13:00";"18.0";"747.6";"762.8";"94";"Переменное направление";"1";"";"";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"6.0";"17.0";
"05.09.2019 12:30";"17.0";"747.5";"762.8";"100";"Ветер, дующий с востока";"2";"";"";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"6.0";"17.0";
"05.09.2019 12:00";"17.0";"747.5";"762.8";"100";"Переменное направление";"1";"";"";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"7.0";"17.0";
"05.09.2019 11:30";"17.0";"747.5";"762.8";"100";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"6.0";"17.0";
"05.09.2019 11:00";"17.0";"747.5";"762.8";"100";"Ветер, дующий с востоко-северо-востока";"2";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"6.0";"17.0";
"05.09.2019 10:30";"17.0";"747.5";"762.8";"100";"Ветер, дующий с востоко-северо-востока";"2";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"7.0";"17.0";
"05.09.2019 10:00";"16.0";"747.5";"762.8";"100";"Ветер, дующий с северо-северо-востока";"2";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"10.0 и более";"16.0";
"05.09.2019 09:30";"16.0";"747.5";"762.8";"100";"Ветер, дующий с северо-северо-запада";"2";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"10.0 и более";"16.0";
"05.09.2019 09:00";"16.0";"746.7";"762.0";"100";"Ветер, дующий с севера";"2";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"10.0 и более";"16.0";
"05.09.2019 08:30";"16.0";"746.7";"762.0";"100";"Ветер, дующий с западо-северо-запада";"2";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"10.0 и более";"16.0";
"05.09.2019 08:00";"16.0";"746.7";"762.0";"100";"Ветер, дующий с северо-востока";"2";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"10.0 и более";"16.0";
"05.09.2019 07:30";"16.0";"746.7";"762.0";"100";"Ветер, дующий с северо-запада";"1";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"10.0 и более";"16.0";
"05.09.2019 07:00";"15.0";"746.6";"762.0";"100";"Ветер, дующий с северо-северо-запада";"2";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 180 м, сплошная (100%) 900 м";"9.0";"15.0";
"05.09.2019 06:30";"15.0";"746.6";"762.0";"100";"Ветер, дующий с северо-запада";"2";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 180 м, сплошная (100%) 600 м";"10.0 и более";"15.0";
"05.09.2019 06:00";"15.0";"746.6";"762.0";"100";"Ветер, дующий с северо-запада";"2";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 120 м, сплошная (100%) 450 м";"10.0 и более";"15.0";
"04.09.2019 21:30";"20.0";"745.4";"760.5";"69";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"14.0";
"04.09.2019 21:00";"20.0";"745.4";"760.5";"78";"Переменное направление";"1";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 540 м, кучево-дождевые облака , разорванная (60-90%) 1500 м";"10.0 и более";"16.0";
"04.09.2019 20:30";"20.0";"745.4";"760.5";"64";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"04.09.2019 20:00";"20.0";"745.4";"760.5";"69";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"04.09.2019 19:30";"20.0";"745.4";"760.5";"78";"Ветер, дующий с севера";"2";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака , разорванная (60-90%) 1800 м";"10.0 и более";"16.0";
"04.09.2019 19:00";"20.0";"744.6";"759.7";"60";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"04.09.2019 18:30";"22.0";"744.7";"759.7";"53";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"04.09.2019 18:00";"22.0";"744.7";"759.7";"53";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"04.09.2019 17:30";"22.0";"744.7";"759.7";"53";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"04.09.2019 17:00";"22.0";"744.7";"759.7";"53";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"04.09.2019 16:30";"22.0";"744.7";"759.7";"57";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"04.09.2019 16:00";"22.0";"744.7";"759.7";"53";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"04.09.2019 15:30";"23.0";"744.8";"759.7";"50";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"04.09.2019 15:00";"22.0";"744.7";"759.7";"53";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"04.09.2019 14:30";"23.0";"744.8";"759.7";"50";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"04.09.2019 14:00";"23.0";"744.8";"759.7";"50";"Ветер, дующий с юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"04.09.2019 13:30";"22.0";"745.5";"760.5";"50";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"04.09.2019 13:00";"22.0";"745.5";"760.5";"50";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"04.09.2019 12:30";"22.0";"745.5";"760.5";"50";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"04.09.2019 12:00";"22.0";"745.5";"760.5";"50";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"04.09.2019 11:30";"22.0";"745.5";"760.5";"47";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"04.09.2019 11:00";"22.0";"745.5";"760.5";"47";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"04.09.2019 10:30";"21.0";"745.5";"760.5";"50";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"04.09.2019 10:00";"20.0";"745.4";"760.5";"53";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"04.09.2019 09:30";"19.0";"745.4";"760.5";"60";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"04.09.2019 09:00";"18.0";"745.3";"760.5";"60";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"04.09.2019 08:30";"17.0";"745.3";"760.5";"64";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"04.09.2019 08:00";"17.0";"745.3";"760.5";"59";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"04.09.2019 07:30";"15.0";"745.2";"760.5";"72";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"04.09.2019 07:00";"15.0";"745.2";"760.5";"72";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"04.09.2019 06:30";"16.0";"745.2";"760.5";"63";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"04.09.2019 06:00";"16.0";"745.2";"760.5";"63";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"04.09.2019 05:30";"16.0";"745.9";"761.2";"63";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"04.09.2019 05:00";"16.0";"745.9";"761.2";"63";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"04.09.2019 04:30";"16.0";"745.9";"761.2";"63";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"04.09.2019 04:00";"16.0";"745.9";"761.2";"63";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"04.09.2019 03:30";"16.0";"745.9";"761.2";"63";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"04.09.2019 03:00";"16.0";"745.9";"761.2";"68";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"03.09.2019 23:30";"18.0";"746.8";"762.0";"64";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"03.09.2019 23:00";"18.0";"746.8";"762.0";"64";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"03.09.2019 22:30";"18.0";"746.8";"762.0";"68";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"03.09.2019 22:00";"18.0";"746.8";"762.0";"68";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
